# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-23 10:28:20 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07014500 Meramec River near Sullivan, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 07014500
#            TS   parameter     statistic     Description
#         76030       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	76030_00060_00003	76030_00060_00003_cd
USGS	07014500	2016-03-22	1110	A
USGS	07014500	2016-03-23	1060	A
USGS	07014500	2016-03-24	1050	A
USGS	07014500	2016-03-25	1040	A
USGS	07014500	2016-03-26	1020	A
USGS	07014500	2016-03-27	980	A
USGS	07014500	2016-03-28	946	A
USGS	07014500	2016-03-29	910	A
USGS	07014500	2016-03-30	925	A
USGS	07014500	2016-03-31	1640	A
USGS	07014500	2016-04-01	1820	A
USGS	07014500	2016-04-02	1780	A
USGS	07014500	2016-04-03	1470	A
USGS	07014500	2016-04-04	1290	A
USGS	07014500	2016-04-05	1140	A
USGS	07014500	2016-04-06	1070	A
USGS	07014500	2016-04-07	1040	A
USGS	07014500	2016-04-08	1010	A
USGS	07014500	2016-04-09	960	A
USGS	07014500	2016-04-10	921	A
USGS	07014500	2016-04-11	1600	A
USGS	07014500	2016-04-12	4210	A
USGS	07014500	2016-04-13	3420	A
USGS	07014500	2016-04-14	2410	A
USGS	07014500	2016-04-15	1920	A
USGS	07014500	2016-04-16	1620	A
USGS	07014500	2016-04-17	1400	A
USGS	07014500	2016-04-18	1240	A
USGS	07014500	2016-04-19	1120	A
USGS	07014500	2016-04-20	1050	A
USGS	07014500	2016-04-21	1030	A
USGS	07014500	2016-04-22	991	A
USGS	07014500	2016-04-23	944	A
USGS	07014500	2016-04-24	900	A
USGS	07014500	2016-04-25	865	A
USGS	07014500	2016-04-26	862	A
USGS	07014500	2016-04-27	890	A
USGS	07014500	2016-04-28	880	A
USGS	07014500	2016-04-29	849	A
USGS	07014500	2016-04-30	886	A
USGS	07014500	2016-05-01	2590	A
USGS	07014500	2016-05-02	2450	A
USGS	07014500	2016-05-03	1680	A
USGS	07014500	2016-05-04	1310	A
USGS	07014500	2016-05-05	1110	A
USGS	07014500	2016-05-06	1010	A
USGS	07014500	2016-05-07	934	A
USGS	07014500	2016-05-08	878	A
USGS	07014500	2016-05-09	838	A
USGS	07014500	2016-05-10	847	A
USGS	07014500	2016-05-11	1140	A
USGS	07014500	2016-05-12	3300	A
USGS	07014500	2016-05-13	6900	A
USGS	07014500	2016-05-14	3600	A
USGS	07014500	2016-05-15	1910	A
USGS	07014500	2016-05-16	1400	A
USGS	07014500	2016-05-17	2190	A
USGS	07014500	2016-05-18	8030	A
USGS	07014500	2016-05-19	6700	A
USGS	07014500	2016-05-20	3480	A
USGS	07014500	2016-05-21	2610	A
USGS	07014500	2016-05-22	2190	A
USGS	07014500	2016-05-23	1900	A
USGS	07014500	2016-05-24	1720	A
USGS	07014500	2016-05-25	4180	A
USGS	07014500	2016-05-26	3300	A
USGS	07014500	2016-05-27	5990	A
USGS	07014500	2016-05-28	10800	A
USGS	07014500	2016-05-29	6190	A
USGS	07014500	2016-05-30	3450	A
USGS	07014500	2016-05-31	2510	A
USGS	07014500	2016-06-01	2210	A
USGS	07014500	2016-06-02	1920	A
USGS	07014500	2016-06-03	1980	A
USGS	07014500	2016-06-04	2230	A
USGS	07014500	2016-06-05	2180	A
USGS	07014500	2016-06-06	1900	A
USGS	07014500	2016-06-07	1660	A
USGS	07014500	2016-06-08	1450	A
USGS	07014500	2016-06-09	1310	A
USGS	07014500	2016-06-10	1200	A
USGS	07014500	2016-06-11	1110	A
USGS	07014500	2016-06-12	1040	A
USGS	07014500	2016-06-13	983	A
USGS	07014500	2016-06-14	941	A
USGS	07014500	2016-06-15	908	A
USGS	07014500	2016-06-16	873	A
USGS	07014500	2016-06-17	839	A
USGS	07014500	2016-06-18	803	A
USGS	07014500	2016-06-19	770	A
USGS	07014500	2016-06-20	739	A
USGS	07014500	2016-06-21	714	A
USGS	07014500	2016-06-22	696	A
USGS	07014500	2016-06-23	678	A
USGS	07014500	2016-06-24	646	A
USGS	07014500	2016-06-25	637	A
USGS	07014500	2016-06-26	627	A
USGS	07014500	2016-06-27	630	A
USGS	07014500	2016-06-28	621	A
USGS	07014500	2016-06-29	608	A
USGS	07014500	2016-06-30	601	A
USGS	07014500	2016-07-01	596	A
USGS	07014500	2016-07-02	674	A
USGS	07014500	2016-07-03	820	A
USGS	07014500	2016-07-04	1020	A
USGS	07014500	2016-07-05	1400	A
USGS	07014500	2016-07-06	1170	A
USGS	07014500	2016-07-07	1150	A
USGS	07014500	2016-07-08	1300	A
USGS	07014500	2016-07-09	2500	A
USGS	07014500	2016-07-10	1530	A
USGS	07014500	2016-07-11	1200	A
USGS	07014500	2016-07-12	1030	A
USGS	07014500	2016-07-13	954	A
USGS	07014500	2016-07-14	948	A
USGS	07014500	2016-07-15	896	A
USGS	07014500	2016-07-16	827	A
USGS	07014500	2016-07-17	762	A
USGS	07014500	2016-07-18	714	A
USGS	07014500	2016-07-19	674	A
USGS	07014500	2016-07-20	642	A
USGS	07014500	2016-07-21	614	A
USGS	07014500	2016-07-22	592	A
USGS	07014500	2016-07-23	576	A
USGS	07014500	2016-07-24	562	A
USGS	07014500	2016-07-25	552	A
USGS	07014500	2016-07-26	538	A
USGS	07014500	2016-07-27	547	A
USGS	07014500	2016-07-28	692	A
USGS	07014500	2016-07-29	846	A
USGS	07014500	2016-07-30	751	A
USGS	07014500	2016-07-31	703	A
USGS	07014500	2016-08-01	702	A
USGS	07014500	2016-08-02	803	A
USGS	07014500	2016-08-03	949	A
USGS	07014500	2016-08-04	851	A
USGS	07014500	2016-08-05	792	A
USGS	07014500	2016-08-06	2230	A
USGS	07014500	2016-08-07	2090	A
USGS	07014500	2016-08-08	1300	A
USGS	07014500	2016-08-09	1040	A
USGS	07014500	2016-08-10	894	A
USGS	07014500	2016-08-11	796	A
USGS	07014500	2016-08-12	735	A
USGS	07014500	2016-08-13	752	A
USGS	07014500	2016-08-14	781	A
USGS	07014500	2016-08-15	1400	A
USGS	07014500	2016-08-16	3050	A
USGS	07014500	2016-08-17	1800	A
USGS	07014500	2016-08-18	1330	A
USGS	07014500	2016-08-19	1080	A
USGS	07014500	2016-08-20	940	A
USGS	07014500	2016-08-21	837	A
USGS	07014500	2016-08-22	757	A
USGS	07014500	2016-08-23	697	A
USGS	07014500	2016-08-24	667	A
USGS	07014500	2016-08-25	636	A
USGS	07014500	2016-08-26	603	A
USGS	07014500	2016-08-27	600	A
USGS	07014500	2016-08-28	573	A
USGS	07014500	2016-08-29	543	A
USGS	07014500	2016-08-30	519	A
USGS	07014500	2016-08-31	504	A
USGS	07014500	2016-09-01	516	A
USGS	07014500	2016-09-02	522	A
USGS	07014500	2016-09-03	482	A
USGS	07014500	2016-09-04	462	A
USGS	07014500	2016-09-05	448	A
USGS	07014500	2016-09-06	437	A
USGS	07014500	2016-09-07	426	A
USGS	07014500	2016-09-08	430	A
USGS	07014500	2016-09-09	484	A
USGS	07014500	2016-09-10	548	A
USGS	07014500	2016-09-11	530	A
USGS	07014500	2016-09-12	511	A
USGS	07014500	2016-09-13	489	A
USGS	07014500	2016-09-14	463	A
USGS	07014500	2016-09-15	449	A
USGS	07014500	2016-09-16	703	A
USGS	07014500	2016-09-17	1410	A
USGS	07014500	2016-09-18	1820	A
USGS	07014500	2016-09-19	1370	A
USGS	07014500	2016-09-20	1050	A
USGS	07014500	2016-09-21	858	A
USGS	07014500	2016-09-22	741	A
USGS	07014500	2016-09-23	664	A
USGS	07014500	2016-09-24	612	A
USGS	07014500	2016-09-25	574	A
USGS	07014500	2016-09-26	585	A
USGS	07014500	2016-09-27	565	A
USGS	07014500	2016-09-28	541	A
USGS	07014500	2016-09-29	513	A
USGS	07014500	2016-09-30	482	A
USGS	07014500	2016-10-01	464	A
USGS	07014500	2016-10-02	451	A
USGS	07014500	2016-10-03	443	A
USGS	07014500	2016-10-04	434	A
USGS	07014500	2016-10-05	426	A
USGS	07014500	2016-10-06	418	A
USGS	07014500	2016-10-07	409	A
USGS	07014500	2016-10-08	398	A
USGS	07014500	2016-10-09	390	A
USGS	07014500	2016-10-10	385	A
USGS	07014500	2016-10-11	382	A
USGS	07014500	2016-10-12	382	A
USGS	07014500	2016-10-13	377	A
USGS	07014500	2016-10-14	379	A
USGS	07014500	2016-10-15	389	A
USGS	07014500	2016-10-16	390	A
USGS	07014500	2016-10-17	387	A
USGS	07014500	2016-10-18	378	A
USGS	07014500	2016-10-19	386	A
USGS	07014500	2016-10-20	699	A
USGS	07014500	2016-10-21	1020	A
USGS	07014500	2016-10-22	1120	A
USGS	07014500	2016-10-23	952	A
USGS	07014500	2016-10-24	783	A
USGS	07014500	2016-10-25	686	A
USGS	07014500	2016-10-26	624	A
USGS	07014500	2016-10-27	587	A
USGS	07014500	2016-10-28	560	A
USGS	07014500	2016-10-29	537	A
USGS	07014500	2016-10-30	515	A
USGS	07014500	2016-10-31	501	A
USGS	07014500	2016-11-01	483	A
USGS	07014500	2016-11-02	474	A
USGS	07014500	2016-11-03	475	A
USGS	07014500	2016-11-04	468	A
USGS	07014500	2016-11-05	454	A
USGS	07014500	2016-11-06	453	A
USGS	07014500	2016-11-07	452	A
USGS	07014500	2016-11-08	443	A
USGS	07014500	2016-11-09	439	A
USGS	07014500	2016-11-10	439	A
USGS	07014500	2016-11-11	437	A
USGS	07014500	2016-11-12	429	A
USGS	07014500	2016-11-13	423	A
USGS	07014500	2016-11-14	423	A
USGS	07014500	2016-11-15	427	A
USGS	07014500	2016-11-16	416	A
USGS	07014500	2016-11-17	419	A
USGS	07014500	2016-11-18	425	A
USGS	07014500	2016-11-19	417	A
USGS	07014500	2016-11-20	422	A
USGS	07014500	2016-11-21	420	A
USGS	07014500	2016-11-22	409	A
USGS	07014500	2016-11-23	416	A
USGS	07014500	2016-11-24	425	A
USGS	07014500	2016-11-25	422	A
USGS	07014500	2016-11-26	415	A
USGS	07014500	2016-11-27	411	A
USGS	07014500	2016-11-28	420	A
USGS	07014500	2016-11-29	427	A
USGS	07014500	2016-11-30	430	A
USGS	07014500	2016-12-01	427	A
USGS	07014500	2016-12-02	418	A
USGS	07014500	2016-12-03	415	A
USGS	07014500	2016-12-04	421	A
USGS	07014500	2016-12-05	432	A
USGS	07014500	2016-12-06	438	A
USGS	07014500	2016-12-07	433	A
USGS	07014500	2016-12-08	419	A
USGS	07014500	2016-12-09	408	P
USGS	07014500	2016-12-10	410	P
USGS	07014500	2016-12-11	411	P
USGS	07014500	2016-12-12	415	P
USGS	07014500	2016-12-13	413	P
USGS	07014500	2016-12-14	407	P
USGS	07014500	2016-12-15	400	P
USGS	07014500	2016-12-16	396	P
USGS	07014500	2016-12-17	401	P
USGS	07014500	2016-12-18	403	P
USGS	07014500	2016-12-19	390	P
USGS	07014500	2016-12-20	386	P
USGS	07014500	2016-12-21	383	P
USGS	07014500	2016-12-22	379	P
USGS	07014500	2016-12-23	381	P
USGS	07014500	2016-12-24	394	P
USGS	07014500	2016-12-25	396	P
USGS	07014500	2016-12-26	432	P
USGS	07014500	2016-12-27	467	P
USGS	07014500	2016-12-28	477	P
USGS	07014500	2016-12-29	487	P
USGS	07014500	2016-12-30	462	P
USGS	07014500	2016-12-31	446	P
USGS	07014500	2017-01-01	442	P
USGS	07014500	2017-01-02	440	P
USGS	07014500	2017-01-03	440	P
USGS	07014500	2017-01-04	424	P
USGS	07014500	2017-01-05	412	P
USGS	07014500	2017-01-06	405	P
USGS	07014500	2017-01-07	391	P
USGS	07014500	2017-01-08	387	P
USGS	07014500	2017-01-09	387	P
USGS	07014500	2017-01-10	395	P
USGS	07014500	2017-01-11	399	P
USGS	07014500	2017-01-12	402	P
USGS	07014500	2017-01-13	409	P
USGS	07014500	2017-01-14	436	P
USGS	07014500	2017-01-15	513	P
USGS	07014500	2017-01-16	725	P
USGS	07014500	2017-01-17	1060	P
USGS	07014500	2017-01-18	1170	P
USGS	07014500	2017-01-19	1050	P
USGS	07014500	2017-01-20	944	P
USGS	07014500	2017-01-21	918	P
USGS	07014500	2017-01-22	866	P
