# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-23 10:27:52 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07018100 Big River near Richwoods, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 07018100
#            TS   parameter     statistic     Description
#         76058       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	76058_00060_00003	76058_00060_00003_cd
USGS	07018100	2016-03-12	1000	A
USGS	07018100	2016-03-13	860	A
USGS	07018100	2016-03-14	967	A
USGS	07018100	2016-03-15	943	A
USGS	07018100	2016-03-16	772	A
USGS	07018100	2016-03-17	660	A
USGS	07018100	2016-03-18	586	A
USGS	07018100	2016-03-19	537	A
USGS	07018100	2016-03-20	502	A
USGS	07018100	2016-03-21	479	A
USGS	07018100	2016-03-22	451	A
USGS	07018100	2016-03-23	424	A
USGS	07018100	2016-03-24	407	A
USGS	07018100	2016-03-25	400	A
USGS	07018100	2016-03-26	393	A
USGS	07018100	2016-03-27	375	A
USGS	07018100	2016-03-28	367	A
USGS	07018100	2016-03-29	355	A
USGS	07018100	2016-03-30	346	A
USGS	07018100	2016-03-31	418	A
USGS	07018100	2016-04-01	781	A
USGS	07018100	2016-04-02	718	A
USGS	07018100	2016-04-03	580	A
USGS	07018100	2016-04-04	501	A
USGS	07018100	2016-04-05	444	A
USGS	07018100	2016-04-06	413	A
USGS	07018100	2016-04-07	427	A
USGS	07018100	2016-04-08	450	A
USGS	07018100	2016-04-09	416	A
USGS	07018100	2016-04-10	384	A
USGS	07018100	2016-04-11	926	A
USGS	07018100	2016-04-12	3000	A
USGS	07018100	2016-04-13	1670	A
USGS	07018100	2016-04-14	1040	A
USGS	07018100	2016-04-15	806	A
USGS	07018100	2016-04-16	683	A
USGS	07018100	2016-04-17	599	A
USGS	07018100	2016-04-18	535	A
USGS	07018100	2016-04-19	484	A
USGS	07018100	2016-04-20	458	A
USGS	07018100	2016-04-21	479	A
USGS	07018100	2016-04-22	516	A
USGS	07018100	2016-04-23	469	A
USGS	07018100	2016-04-24	416	A
USGS	07018100	2016-04-25	382	A
USGS	07018100	2016-04-26	379	A
USGS	07018100	2016-04-27	456	A
USGS	07018100	2016-04-28	460	A
USGS	07018100	2016-04-29	393	A
USGS	07018100	2016-04-30	503	A
USGS	07018100	2016-05-01	1400	A
USGS	07018100	2016-05-02	604	A
USGS	07018100	2016-05-03	541	A
USGS	07018100	2016-05-04	454	A
USGS	07018100	2016-05-05	395	A
USGS	07018100	2016-05-06	357	A
USGS	07018100	2016-05-07	331	A
USGS	07018100	2016-05-08	308	A
USGS	07018100	2016-05-09	292	A
USGS	07018100	2016-05-10	328	A
USGS	07018100	2016-05-11	819	A
USGS	07018100	2016-05-12	21300	A
USGS	07018100	2016-05-13	14500	A
USGS	07018100	2016-05-14	3110	A
USGS	07018100	2016-05-15	1730	A
USGS	07018100	2016-05-16	1270	A
USGS	07018100	2016-05-17	2630	A
USGS	07018100	2016-05-18	9040	A
USGS	07018100	2016-05-19	4170	A
USGS	07018100	2016-05-20	2080	A
USGS	07018100	2016-05-21	1550	A
USGS	07018100	2016-05-22	1220	A
USGS	07018100	2016-05-23	977	A
USGS	07018100	2016-05-24	852	A
USGS	07018100	2016-05-25	4040	A
USGS	07018100	2016-05-26	2470	A
USGS	07018100	2016-05-27	4510	A
USGS	07018100	2016-05-28	8830	A
USGS	07018100	2016-05-29	3780	A
USGS	07018100	2016-05-30	1980	A
USGS	07018100	2016-05-31	1620	A
USGS	07018100	2016-06-01	1320	A
USGS	07018100	2016-06-02	1840	A
USGS	07018100	2016-06-03	2090	A
USGS	07018100	2016-06-04	1720	A
USGS	07018100	2016-06-05	2420	A
USGS	07018100	2016-06-06	1610	A
USGS	07018100	2016-06-07	1130	A
USGS	07018100	2016-06-08	896	A
USGS	07018100	2016-06-09	731	A
USGS	07018100	2016-06-10	619	A
USGS	07018100	2016-06-11	534	A
USGS	07018100	2016-06-12	466	A
USGS	07018100	2016-06-13	413	A
USGS	07018100	2016-06-14	378	A
USGS	07018100	2016-06-15	347	A
USGS	07018100	2016-06-16	320	A
USGS	07018100	2016-06-17	292	A
USGS	07018100	2016-06-18	269	A
USGS	07018100	2016-06-19	250	A
USGS	07018100	2016-06-20	232	A
USGS	07018100	2016-06-21	220	A
USGS	07018100	2016-06-22	216	A
USGS	07018100	2016-06-23	206	A
USGS	07018100	2016-06-24	191	A
USGS	07018100	2016-06-25	183	A
USGS	07018100	2016-06-26	230	A
USGS	07018100	2016-06-27	225	A
USGS	07018100	2016-06-28	229	A
USGS	07018100	2016-06-29	191	A
USGS	07018100	2016-06-30	176	A
USGS	07018100	2016-07-01	183	A
USGS	07018100	2016-07-02	213	A
USGS	07018100	2016-07-03	404	A
USGS	07018100	2016-07-04	693	A
USGS	07018100	2016-07-05	1100	A
USGS	07018100	2016-07-06	1820	A
USGS	07018100	2016-07-07	2890	A
USGS	07018100	2016-07-08	1920	A
USGS	07018100	2016-07-09	1330	A
USGS	07018100	2016-07-10	862	A
USGS	07018100	2016-07-11	607	A
USGS	07018100	2016-07-12	465	A
USGS	07018100	2016-07-13	392	A
USGS	07018100	2016-07-14	356	A
USGS	07018100	2016-07-15	338	A
USGS	07018100	2016-07-16	326	A
USGS	07018100	2016-07-17	285	A
USGS	07018100	2016-07-18	253	A
USGS	07018100	2016-07-19	229	A
USGS	07018100	2016-07-20	212	A
USGS	07018100	2016-07-21	199	A
USGS	07018100	2016-07-22	188	A
USGS	07018100	2016-07-23	182	A
USGS	07018100	2016-07-24	170	A
USGS	07018100	2016-07-25	163	A
USGS	07018100	2016-07-26	172	A
USGS	07018100	2016-07-27	248	A
USGS	07018100	2016-07-28	400	A
USGS	07018100	2016-07-29	693	A
USGS	07018100	2016-07-30	379	A
USGS	07018100	2016-07-31	288	A
USGS	07018100	2016-08-01	277	A
USGS	07018100	2016-08-02	479	A
USGS	07018100	2016-08-03	384	A
USGS	07018100	2016-08-04	332	A
USGS	07018100	2016-08-05	294	A
USGS	07018100	2016-08-06	258	A
USGS	07018100	2016-08-07	231	A
USGS	07018100	2016-08-08	213	A
USGS	07018100	2016-08-09	197	A
USGS	07018100	2016-08-10	181	A
USGS	07018100	2016-08-11	168	A
USGS	07018100	2016-08-12	162	A
USGS	07018100	2016-08-13	168	A
USGS	07018100	2016-08-14	235	A
USGS	07018100	2016-08-15	8240	A
USGS	07018100	2016-08-16	21000	A
USGS	07018100	2016-08-17	4490	A
USGS	07018100	2016-08-18	1630	A
USGS	07018100	2016-08-19	1190	A
USGS	07018100	2016-08-20	955	A
USGS	07018100	2016-08-21	790	A
USGS	07018100	2016-08-22	657	A
USGS	07018100	2016-08-23	552	A
USGS	07018100	2016-08-24	494	A
USGS	07018100	2016-08-25	448	A
USGS	07018100	2016-08-26	403	A
USGS	07018100	2016-08-27	368	A
USGS	07018100	2016-08-28	338	A
USGS	07018100	2016-08-29	312	A
USGS	07018100	2016-08-30	294	A
USGS	07018100	2016-08-31	315	A
USGS	07018100	2016-09-01	329	A
USGS	07018100	2016-09-02	264	A
USGS	07018100	2016-09-03	242	A
USGS	07018100	2016-09-04	228	A
USGS	07018100	2016-09-05	217	A
USGS	07018100	2016-09-06	211	A
USGS	07018100	2016-09-07	203	A
USGS	07018100	2016-09-08	202	A
USGS	07018100	2016-09-09	442	A
USGS	07018100	2016-09-10	1680	A
USGS	07018100	2016-09-11	585	A
USGS	07018100	2016-09-12	359	A
USGS	07018100	2016-09-13	291	A
USGS	07018100	2016-09-14	257	A
USGS	07018100	2016-09-15	253	A
USGS	07018100	2016-09-16	795	A
USGS	07018100	2016-09-17	5980	A
USGS	07018100	2016-09-18	3140	A
USGS	07018100	2016-09-19	1270	A
USGS	07018100	2016-09-20	887	A
USGS	07018100	2016-09-21	683	A
USGS	07018100	2016-09-22	547	A
USGS	07018100	2016-09-23	459	A
USGS	07018100	2016-09-24	400	A
USGS	07018100	2016-09-25	358	A
USGS	07018100	2016-09-26	374	A
USGS	07018100	2016-09-27	359	A
USGS	07018100	2016-09-28	312	A
USGS	07018100	2016-09-29	283	A
USGS	07018100	2016-09-30	266	A
USGS	07018100	2016-10-01	258	A
USGS	07018100	2016-10-02	250	A
USGS	07018100	2016-10-03	243	A
USGS	07018100	2016-10-04	236	A
USGS	07018100	2016-10-05	228	A
USGS	07018100	2016-10-06	222	A
USGS	07018100	2016-10-07	213	A
USGS	07018100	2016-10-08	204	A
USGS	07018100	2016-10-09	197	A
USGS	07018100	2016-10-10	192	A
USGS	07018100	2016-10-11	188	A
USGS	07018100	2016-10-12	186	A
USGS	07018100	2016-10-13	185	A
USGS	07018100	2016-10-14	184	A
USGS	07018100	2016-10-15	186	A
USGS	07018100	2016-10-16	187	A
USGS	07018100	2016-10-17	188	A
USGS	07018100	2016-10-18	183	A
USGS	07018100	2016-10-19	186	A
USGS	07018100	2016-10-20	1370	A
USGS	07018100	2016-10-21	1510	A
USGS	07018100	2016-10-22	905	A
USGS	07018100	2016-10-23	597	A
USGS	07018100	2016-10-24	448	A
USGS	07018100	2016-10-25	367	A
USGS	07018100	2016-10-26	321	A
USGS	07018100	2016-10-27	297	A
USGS	07018100	2016-10-28	274	A
USGS	07018100	2016-10-29	256	A
USGS	07018100	2016-10-30	240	A
USGS	07018100	2016-10-31	228	A
USGS	07018100	2016-11-01	220	A
USGS	07018100	2016-11-02	211	A
USGS	07018100	2016-11-03	222	A
USGS	07018100	2016-11-04	238	A
USGS	07018100	2016-11-05	213	A
USGS	07018100	2016-11-06	201	A
USGS	07018100	2016-11-07	193	A
USGS	07018100	2016-11-08	189	A
USGS	07018100	2016-11-09	186	A
USGS	07018100	2016-11-10	180	A
USGS	07018100	2016-11-11	176	A
USGS	07018100	2016-11-12	172	A
USGS	07018100	2016-11-13	167	A
USGS	07018100	2016-11-14	165	A
USGS	07018100	2016-11-15	167	A
USGS	07018100	2016-11-16	165	A
USGS	07018100	2016-11-17	164	A
USGS	07018100	2016-11-18	167	A
USGS	07018100	2016-11-19	178	A
USGS	07018100	2016-11-20	185	A
USGS	07018100	2016-11-21	176	A
USGS	07018100	2016-11-22	173	A
USGS	07018100	2016-11-23	179	A
USGS	07018100	2016-11-24	177	A
USGS	07018100	2016-11-25	170	A
USGS	07018100	2016-11-26	167	A
USGS	07018100	2016-11-27	163	A
USGS	07018100	2016-11-28	174	A
USGS	07018100	2016-11-29	209	A
USGS	07018100	2016-11-30	268	A
USGS	07018100	2016-12-01	227	A
USGS	07018100	2016-12-02	219	A
USGS	07018100	2016-12-03	201	A
USGS	07018100	2016-12-04	198	A
USGS	07018100	2016-12-05	204	P
USGS	07018100	2016-12-06	207	P
USGS	07018100	2016-12-07	203	P
USGS	07018100	2016-12-08	193	P
USGS	07018100	2016-12-09	182	P
USGS	07018100	2016-12-10	175	P
USGS	07018100	2016-12-11	172	P
USGS	07018100	2016-12-12	170	P
USGS	07018100	2016-12-13	169	P
USGS	07018100	2016-12-14	166	P
USGS	07018100	2016-12-15	161	P
USGS	07018100	2016-12-16	159	P
USGS	07018100	2016-12-17	162	P
USGS	07018100	2016-12-18	163	P
USGS	07018100	2016-12-19	159	P
USGS	07018100	2016-12-20	155	P
USGS	07018100	2016-12-21	156	P
USGS	07018100	2016-12-22	153	P
USGS	07018100	2016-12-23	157	P
USGS	07018100	2016-12-24	172	P
USGS	07018100	2016-12-25	179	P
USGS	07018100	2016-12-26	193	P
USGS	07018100	2016-12-27	218	P
USGS	07018100	2016-12-28	206	P
USGS	07018100	2016-12-29	192	P
USGS	07018100	2016-12-30	180	P
USGS	07018100	2016-12-31	175	P
USGS	07018100	2017-01-01	168	P
USGS	07018100	2017-01-02	170	P
USGS	07018100	2017-01-03	172	P
USGS	07018100	2017-01-04	168	P
USGS	07018100	2017-01-05	164	P
USGS	07018100	2017-01-06	167	P
USGS	07018100	2017-01-07	151	P
USGS	07018100	2017-01-08	154	P
USGS	07018100	2017-01-09	153	P
USGS	07018100	2017-01-10	156	P
USGS	07018100	2017-01-11	160	P
USGS	07018100	2017-01-12	160	P
USGS	07018100	2017-01-13	168	P
USGS	07018100	2017-01-14	209	P
USGS	07018100	2017-01-15	286	P
USGS	07018100	2017-01-16	623	P
USGS	07018100	2017-01-17	1170	P
USGS	07018100	2017-01-18	1240	P
USGS	07018100	2017-01-19	906	P
USGS	07018100	2017-01-20	1510	P
USGS	07018100	2017-01-21	1560	P
USGS	07018100	2017-01-22	1100	P
