# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-23 09:22:21 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07020500 Mississippi River at Chester, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 07020500
#            TS   parameter     statistic     Description
#         76099       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	76099_00060_00003	76099_00060_00003_cd
USGS	07020500	2016-06-10	320000	A
USGS	07020500	2016-06-11	306000	A
USGS	07020500	2016-06-12	301000	A
USGS	07020500	2016-06-13	300000	A
USGS	07020500	2016-06-14	295000	A
USGS	07020500	2016-06-15	292000	A
USGS	07020500	2016-06-16	293000	A
USGS	07020500	2016-06-17	293000	A
USGS	07020500	2016-06-18	295000	A
USGS	07020500	2016-06-19	302000	A
USGS	07020500	2016-06-20	307000	A
USGS	07020500	2016-06-21	303000	A
USGS	07020500	2016-06-22	295000	A
USGS	07020500	2016-06-23	290000	A
USGS	07020500	2016-06-24	288000	A
USGS	07020500	2016-06-25	306000	A
USGS	07020500	2016-06-26	314000	A
USGS	07020500	2016-06-27	298000	A
USGS	07020500	2016-06-28	277000	A
USGS	07020500	2016-06-29	261000	A
USGS	07020500	2016-06-30	249000	A
USGS	07020500	2016-07-01	241000	A
USGS	07020500	2016-07-02	234000	A
USGS	07020500	2016-07-03	222000	A
USGS	07020500	2016-07-04	234000	A
USGS	07020500	2016-07-05	275000	A
USGS	07020500	2016-07-06	312000	A
USGS	07020500	2016-07-07	309000	A
USGS	07020500	2016-07-08	310000	A
USGS	07020500	2016-07-09	309000	A
USGS	07020500	2016-07-10	309000	A
USGS	07020500	2016-07-11	291000	A
USGS	07020500	2016-07-12	258000	A
USGS	07020500	2016-07-13	230000	A
USGS	07020500	2016-07-14	219000	A
USGS	07020500	2016-07-15	220000	A
USGS	07020500	2016-07-16	248000	A
USGS	07020500	2016-07-17	261000	A
USGS	07020500	2016-07-18	247000	A
USGS	07020500	2016-07-19	224000	A
USGS	07020500	2016-07-20	211000	A
USGS	07020500	2016-07-21	230000	A
USGS	07020500	2016-07-22	232000	A
USGS	07020500	2016-07-23	245000	A
USGS	07020500	2016-07-24	279000	A
USGS	07020500	2016-07-25	304000	A
USGS	07020500	2016-07-26	313000	A
USGS	07020500	2016-07-27	306000	A
USGS	07020500	2016-07-28	291000	A
USGS	07020500	2016-07-29	282000	A
USGS	07020500	2016-07-30	277000	A
USGS	07020500	2016-07-31	271000	A
USGS	07020500	2016-08-01	266000	A
USGS	07020500	2016-08-02	262000	A
USGS	07020500	2016-08-03	289000	A
USGS	07020500	2016-08-04	360000	A
USGS	07020500	2016-08-05	366000	A
USGS	07020500	2016-08-06	353000	A
USGS	07020500	2016-08-07	338000	A
USGS	07020500	2016-08-08	318000	A
USGS	07020500	2016-08-09	298000	A
USGS	07020500	2016-08-10	270000	A
USGS	07020500	2016-08-11	238000	A
USGS	07020500	2016-08-12	218000	A
USGS	07020500	2016-08-13	213000	A
USGS	07020500	2016-08-14	227000	A
USGS	07020500	2016-08-15	300000	A
USGS	07020500	2016-08-16	338000	A
USGS	07020500	2016-08-17	306000	A
USGS	07020500	2016-08-18	282000	A
USGS	07020500	2016-08-19	269000	A
USGS	07020500	2016-08-20	257000	A
USGS	07020500	2016-08-21	242000	A
USGS	07020500	2016-08-22	231000	A
USGS	07020500	2016-08-23	225000	A
USGS	07020500	2016-08-24	224000	A
USGS	07020500	2016-08-25	224000	A
USGS	07020500	2016-08-26	226000	A
USGS	07020500	2016-08-27	226000	A
USGS	07020500	2016-08-28	238000	A
USGS	07020500	2016-08-29	263000	A
USGS	07020500	2016-08-30	293000	A
USGS	07020500	2016-08-31	327000	A
USGS	07020500	2016-09-01	325000	A
USGS	07020500	2016-09-02	315000	A
USGS	07020500	2016-09-03	315000	A
USGS	07020500	2016-09-04	326000	A
USGS	07020500	2016-09-05	330000	A
USGS	07020500	2016-09-06	316000	A
USGS	07020500	2016-09-07	294000	A
USGS	07020500	2016-09-08	270000	A
USGS	07020500	2016-09-09	257000	A
USGS	07020500	2016-09-10	286000	A
USGS	07020500	2016-09-11	352000	A
USGS	07020500	2016-09-12	386000	A
USGS	07020500	2016-09-13	357000	A
USGS	07020500	2016-09-14	328000	A
USGS	07020500	2016-09-15	307000	A
USGS	07020500	2016-09-16	294000	A
USGS	07020500	2016-09-17	341000	A
USGS	07020500	2016-09-18	400000	A
USGS	07020500	2016-09-19	409000	A
USGS	07020500	2016-09-20	380000	A
USGS	07020500	2016-09-21	356000	A
USGS	07020500	2016-09-22	353000	A
USGS	07020500	2016-09-23	355000	A
USGS	07020500	2016-09-24	345000	A
USGS	07020500	2016-09-25	335000	A
USGS	07020500	2016-09-26	326000	A
USGS	07020500	2016-09-27	313000	A
USGS	07020500	2016-09-28	301000	A
USGS	07020500	2016-09-29	299000	A
USGS	07020500	2016-09-30	329000	A
USGS	07020500	2016-10-01	335000	A
USGS	07020500	2016-10-02	327000	A
USGS	07020500	2016-10-03	325000	A
USGS	07020500	2016-10-04	327000	A
USGS	07020500	2016-10-05	330000	A
USGS	07020500	2016-10-06	333000	A
USGS	07020500	2016-10-07	336000	A
USGS	07020500	2016-10-08	339000	A
USGS	07020500	2016-10-09	346000	A
USGS	07020500	2016-10-10	356000	A
USGS	07020500	2016-10-11	360000	A
USGS	07020500	2016-10-12	353000	A
USGS	07020500	2016-10-13	341000	A
USGS	07020500	2016-10-14	331000	A
USGS	07020500	2016-10-15	316000	A
USGS	07020500	2016-10-16	302000	A
USGS	07020500	2016-10-17	287000	A
USGS	07020500	2016-10-18	266000	A
USGS	07020500	2016-10-19	251000	A
USGS	07020500	2016-10-20	265000	A
USGS	07020500	2016-10-21	280000	A
USGS	07020500	2016-10-22	265000	A
USGS	07020500	2016-10-23	251000	A
USGS	07020500	2016-10-24	243000	A
USGS	07020500	2016-10-25	232000	A
USGS	07020500	2016-10-26	218000	A
USGS	07020500	2016-10-27	211000	A
USGS	07020500	2016-10-28	210000	A
USGS	07020500	2016-10-29	210000	A
USGS	07020500	2016-10-30	212000	A
USGS	07020500	2016-10-31	212000	A
USGS	07020500	2016-11-01	214000	A
USGS	07020500	2016-11-02	216000	A
USGS	07020500	2016-11-03	226000	A
USGS	07020500	2016-11-04	241000	A
USGS	07020500	2016-11-05	247000	A
USGS	07020500	2016-11-06	247000	A
USGS	07020500	2016-11-07	242000	A
USGS	07020500	2016-11-08	237000	A
USGS	07020500	2016-11-09	232000	A
USGS	07020500	2016-11-10	222000	A
USGS	07020500	2016-11-11	214000	A
USGS	07020500	2016-11-12	202000	A
USGS	07020500	2016-11-13	195000	A
USGS	07020500	2016-11-14	189000	A
USGS	07020500	2016-11-15	184000	A
USGS	07020500	2016-11-16	180000	A
USGS	07020500	2016-11-17	174000	A
USGS	07020500	2016-11-18	172000	A
USGS	07020500	2016-11-19	171000	A
USGS	07020500	2016-11-20	164000	A
USGS	07020500	2016-11-21	158000	A
USGS	07020500	2016-11-22	158000	A
USGS	07020500	2016-11-23	156000	A
USGS	07020500	2016-11-24	154000	A
USGS	07020500	2016-11-25	152000	A
USGS	07020500	2016-11-26	148000	A
USGS	07020500	2016-11-27	148000	A
USGS	07020500	2016-11-28	160000	A
USGS	07020500	2016-11-29	168000	A
USGS	07020500	2016-11-30	166000	A
USGS	07020500	2016-12-01	167000	A
USGS	07020500	2016-12-02	174000	A
USGS	07020500	2016-12-03	182000	A
USGS	07020500	2016-12-04	188000	A
USGS	07020500	2016-12-05	194000	A
USGS	07020500	2016-12-06	195000	P
USGS	07020500	2016-12-07	196000	P
USGS	07020500	2016-12-08	193000	P
USGS	07020500	2016-12-09	194000	P
USGS	07020500	2016-12-10	200000	P
USGS	07020500	2016-12-11	205000	P
USGS	07020500	2016-12-12	208000	P
USGS	07020500	2016-12-13	208000	P
USGS	07020500	2016-12-14	200000	P
USGS	07020500	2016-12-15	191000	P
USGS	07020500	2016-12-16	165000	P
USGS	07020500	2016-12-17	132000	P
USGS	07020500	2016-12-18	124000	P
USGS	07020500	2016-12-19	116000	P
USGS	07020500	2016-12-20	102000	P
USGS	07020500	2016-12-21	101000	P
USGS	07020500	2016-12-22	105000	P
USGS	07020500	2016-12-23	112000	P
USGS	07020500	2016-12-24	117000	P
USGS	07020500	2016-12-25	123000	P
USGS	07020500	2016-12-26	132000	P
USGS	07020500	2016-12-27	149000	P
USGS	07020500	2016-12-28	167000	P
USGS	07020500	2016-12-29	170000	P
USGS	07020500	2016-12-30	180000	P
USGS	07020500	2016-12-31	188000	P
USGS	07020500	2017-01-01	191000	P
USGS	07020500	2017-01-02	202000	P
USGS	07020500	2017-01-03	213000	P
USGS	07020500	2017-01-04	213000	P
USGS	07020500	2017-01-05	205000	P
USGS	07020500	2017-01-06	194000	P
USGS	07020500	2017-01-07	168000	P
USGS	07020500	2017-01-08	137000	P
USGS	07020500	2017-01-09	129000	P
USGS	07020500	2017-01-10	131000	P
USGS	07020500	2017-01-11	143000	P
USGS	07020500	2017-01-12	166000	P
USGS	07020500	2017-01-13		
USGS	07020500	2017-01-14	156000	P
USGS	07020500	2017-01-15	152000	P
USGS	07020500	2017-01-16	154000	P
USGS	07020500	2017-01-17	166000	P
USGS	07020500	2017-01-18	177000	P
USGS	07020500	2017-01-19	190000	P
USGS	07020500	2017-01-20	208000	P
USGS	07020500	2017-01-21	218000	P
USGS	07020500	2017-01-22	231000	P
